"REF_DATE","GEO","DGUID","Violations and calls for service","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-11","Waterloo Region (Kitchener), Ontario, municipal [35291]","35291","Impaired driving, operating while impaired [923]","Actual incidents","Number","223","units","0","v1210497507","6.24.1","36","","","","0"
"2020-11","Waterloo Region (Kitchener), Ontario, municipal [35291]","35291","Provincial/Territorial acts related to COVID-19","Actual incidents","Number","223","units","0","v1210497508","6.25.1","10","","","","0"
"2020-11","Waterloo Region (Kitchener), Ontario, municipal [35291]","35291","Calls for service, domestic disturbances / disputes","Actual incidents","Number","223","units","0","v1210497509","6.26.1","401","","","","0"
"2020-11","Waterloo Region (Kitchener), Ontario, municipal [35291]","35291","Calls for service, Mental Health Act (MHA) apprehension","Actual incidents","Number","223","units","0","v1210497510","6.27.1","80","","","","0"
"2020-11","Waterloo Region (Kitchener), Ontario, municipal [35291]","35291","Calls for service, mental health - other","Actual incidents","Number","223","units","0","v1210497511","6.28.1","163","","","","0"
"2020-11","Waterloo Region (Kitchener), Ontario, municipal [35291]","35291","Calls for service, suicide/attempted suicide","Actual incidents","Number","223","units","0","v1210497512","6.29.1","149","","","","0"
"2020-11","Waterloo Region (Kitchener), Ontario, municipal [35291]","35291","Calls for service, overdose","Actual incidents","Number","223","units","0","v1210497513","6.30.1","80","","","","0"
"2020-11","Waterloo Region (Kitchener), Ontario, municipal [35291]","35291","Calls for service, child welfare check","Actual incidents","Number","223","units","0","v1210497514","6.31.1","","..","","","0"
"2020-11","Waterloo Region (Kitchener), Ontario, municipal [35291]","35291","Calls for service, check welfare - general","Actual incidents","Number","223","units","0","v1210497515","6.32.1","514","","","","0"
"2020-11","Waterloo Region (Kitchener), Ontario, municipal [35291]","35291","Calls for service, child custody matter - domestic","Actual incidents","Number","223","units","0","v1210497516","6.33.1","22","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Total assaults (levels 1, 2, 3) [141]","Actual incidents","Number","223","units","0","v1210497517","7.1.1","1109","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497518","7.2.1","","..","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497519","7.3.1","","..","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497520","7.4.1","1109","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Total sexual assaults (levels 1, 2, 3) [131]","Actual incidents","Number","223","units","0","v1210497521","7.5.1","132","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Sexual assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497522","7.6.1","","..","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Sexual assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497523","7.7.1","","..","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Sexual assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497524","7.8.1","132","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Assault against peace or public officer (level 1) [1460]","Actual incidents","Number","223","units","0","v1210497525","7.9.1","47","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Uttering threats [1627]","Actual incidents","Number","223","units","0","v1210497526","7.10.1","414","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Uttering threats by non-family","Actual incidents","Number","223","units","0","v1210497527","7.11.1","","..","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Uttering threats by family","Actual incidents","Number","223","units","0","v1210497528","7.12.1","","..","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Uttering threats where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497529","7.13.1","414","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Total robbery [160]","Actual incidents","Number","223","units","0","v1210497530","7.14.1","188","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Dangerous operation, causing death or bodily harm [911]","Actual incidents","Number","223","units","0","v1210497531","7.15.1","0","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Impaired driving, causing death or bodily harm [921]","Actual incidents","Number","223","units","0","v1210497532","7.16.1","0","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Total breaking and entering [210]","Actual incidents","Number","223","units","0","v1210497533","7.17.1","510","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Breaking and entering, non-residential","Actual incidents","Number","223","units","0","v1210497534","7.18.1","243","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Breaking and entering, residential","Actual incidents","Number","223","units","0","v1210497535","7.19.1","267","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Breaking and entering where location type is unknown","Actual incidents","Number","223","units","0","v1234840069","7.34.1","0","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Motor vehicle theft [2135]","Actual incidents","Number","223","units","0","v1210497536","7.20.1","497","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Shoplifting [213]","Actual incidents","Number","223","units","0","v1210497537","7.21.1","197","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Fraud/identity theft/identity fraud [216]","Actual incidents","Number","223","units","0","v1210497538","7.22.1","1119","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Fail to comply with order [3410]","Actual incidents","Number","223","units","0","v1210497539","7.23.1","387","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Impaired driving, operating while impaired [923]","Actual incidents","Number","223","units","0","v1210497540","7.24.1","98","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Provincial/Territorial acts related to COVID-19","Actual incidents","Number","223","units","0","v1210497541","7.25.1","3","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Calls for service, domestic disturbances / disputes","Actual incidents","Number","223","units","0","v1210497542","7.26.1","1526","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Calls for service, Mental Health Act (MHA) apprehension","Actual incidents","Number","223","units","0","v1210497543","7.27.1","996","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Calls for service, mental health - other","Actual incidents","Number","223","units","0","v1210497544","7.28.1","2634","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Calls for service, suicide/attempted suicide","Actual incidents","Number","223","units","0","v1210497545","7.29.1","866","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Calls for service, overdose","Actual incidents","Number","223","units","0","v1210497546","7.30.1","431","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Calls for service, child welfare check","Actual incidents","Number","223","units","0","v1210497547","7.31.1","","..","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Calls for service, check welfare - general","Actual incidents","Number","223","units","0","v1210497548","7.32.1","806","","","","0"
"2020-11","Toronto, Ontario, municipal [35304]","35304","Calls for service, child custody matter - domestic","Actual incidents","Number","223","units","0","v1210497549","7.33.1","","..","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Total assaults (levels 1, 2, 3) [141]","Actual incidents","Number","223","units","0","v1210497550","8.1.1","310","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497551","8.2.1","181","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497552","8.3.1","129","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497553","8.4.1","0","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Total sexual assaults (levels 1, 2, 3) [131]","Actual incidents","Number","223","units","0","v1210497554","8.5.1","41","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Sexual assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497555","8.6.1","28","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Sexual assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497556","8.7.1","13","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Sexual assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497557","8.8.1","0","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Assault against peace or public officer (level 1) [1460]","Actual incidents","Number","223","units","0","v1210497558","8.9.1","13","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Uttering threats [1627]","Actual incidents","Number","223","units","0","v1210497559","8.10.1","133","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Uttering threats by non-family","Actual incidents","Number","223","units","0","v1210497560","8.11.1","75","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Uttering threats by family","Actual incidents","Number","223","units","0","v1210497561","8.12.1","8","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Uttering threats where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497562","8.13.1","50","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Total robbery [160]","Actual incidents","Number","223","units","0","v1210497563","8.14.1","24","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Dangerous operation, causing death or bodily harm [911]","Actual incidents","Number","223","units","0","v1210497564","8.15.1","1","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Impaired driving, causing death or bodily harm [921]","Actual incidents","Number","223","units","0","v1210497565","8.16.1","1","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Total breaking and entering [210]","Actual incidents","Number","223","units","0","v1210497566","8.17.1","117","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Breaking and entering, non-residential","Actual incidents","Number","223","units","0","v1210497567","8.18.1","41","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Breaking and entering, residential","Actual incidents","Number","223","units","0","v1210497568","8.19.1","76","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Breaking and entering where location type is unknown","Actual incidents","Number","223","units","0","v1234840070","8.34.1","0","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Motor vehicle theft [2135]","Actual incidents","Number","223","units","0","v1210497569","8.20.1","196","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Shoplifting [213]","Actual incidents","Number","223","units","0","v1210497570","8.21.1","213","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Fraud/identity theft/identity fraud [216]","Actual incidents","Number","223","units","0","v1210497571","8.22.1","442","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Fail to comply with order [3410]","Actual incidents","Number","223","units","0","v1210497572","8.23.1","108","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Impaired driving, operating while impaired [923]","Actual incidents","Number","223","units","0","v1210497573","8.24.1","114","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Provincial/Territorial acts related to COVID-19","Actual incidents","Number","223","units","0","v1210497574","8.25.1","4","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Calls for service, domestic disturbances / disputes","Actual incidents","Number","223","units","0","v1210497575","8.26.1","673","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Calls for service, Mental Health Act (MHA) apprehension","Actual incidents","Number","223","units","0","v1210497576","8.27.1","","..","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Calls for service, mental health - other","Actual incidents","Number","223","units","0","v1210497577","8.28.1","227","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Calls for service, suicide/attempted suicide","Actual incidents","Number","223","units","0","v1210497578","8.29.1","97","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Calls for service, overdose","Actual incidents","Number","223","units","0","v1210497579","8.30.1","","..","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Calls for service, child welfare check","Actual incidents","Number","223","units","0","v1210497580","8.31.1","","..","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Calls for service, check welfare - general","Actual incidents","Number","223","units","0","v1210497581","8.32.1","446","","","","0"
"2020-11","York Region, Ontario, municipal [35335]","35335","Calls for service, child custody matter - domestic","Actual incidents","Number","223","units","0","v1210497582","8.33.1","11","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Total assaults (levels 1, 2, 3) [141]","Actual incidents","Number","223","units","0","v1210497583","9.1.1","684","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497584","9.2.1","505","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497585","9.3.1","179","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497586","9.4.1","0","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Total sexual assaults (levels 1, 2, 3) [131]","Actual incidents","Number","223","units","0","v1210497587","9.5.1","142","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Sexual assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497588","9.6.1","119","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Sexual assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497589","9.7.1","23","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Sexual assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497590","9.8.1","0","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Assault against peace or public officer (level 1) [1460]","Actual incidents","Number","223","units","0","v1210497591","9.9.1","22","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Uttering threats [1627]","Actual incidents","Number","223","units","0","v1210497592","9.10.1","216","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Uttering threats by non-family","Actual incidents","Number","223","units","0","v1210497593","9.11.1","180","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Uttering threats by family","Actual incidents","Number","223","units","0","v1210497594","9.12.1","36","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Uttering threats where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497595","9.13.1","0","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Total robbery [160]","Actual incidents","Number","223","units","0","v1210497596","9.14.1","12","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Dangerous operation, causing death or bodily harm [911]","Actual incidents","Number","223","units","0","v1210497597","9.15.1","6","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Impaired driving, causing death or bodily harm [921]","Actual incidents","Number","223","units","0","v1210497598","9.16.1","5","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Total breaking and entering [210]","Actual incidents","Number","223","units","0","v1210497599","9.17.1","318","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Breaking and entering, non-residential","Actual incidents","Number","223","units","0","v1210497600","9.18.1","123","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Breaking and entering, residential","Actual incidents","Number","223","units","0","v1210497601","9.19.1","195","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Breaking and entering where location type is unknown","Actual incidents","Number","223","units","0","v1234840071","9.34.1","0","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Motor vehicle theft [2135]","Actual incidents","Number","223","units","0","v1210497602","9.20.1","167","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Shoplifting [213]","Actual incidents","Number","223","units","0","v1210497603","9.21.1","140","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Fraud/identity theft/identity fraud [216]","Actual incidents","Number","223","units","0","v1210497604","9.22.1","642","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Fail to comply with order [3410]","Actual incidents","Number","223","units","0","v1210497605","9.23.1","476","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Impaired driving, operating while impaired [923]","Actual incidents","Number","223","units","0","v1210497606","9.24.1","353","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Provincial/Territorial acts related to COVID-19","Actual incidents","Number","223","units","0","v1210497607","9.25.1","6","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Calls for service, domestic disturbances / disputes","Actual incidents","Number","223","units","0","v1210497608","9.26.1","2288","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Calls for service, Mental Health Act (MHA) apprehension","Actual incidents","Number","223","units","0","v1210497609","9.27.1","996","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Calls for service, mental health - other","Actual incidents","Number","223","units","0","v1210497610","9.28.1","","..","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Calls for service, suicide/attempted suicide","Actual incidents","Number","223","units","0","v1210497611","9.29.1","985","","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Calls for service, overdose","Actual incidents","Number","223","units","0","v1210497612","9.30.1","","..","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Calls for service, child welfare check","Actual incidents","Number","223","units","0","v1210497613","9.31.1","","..","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Calls for service, check welfare - general","Actual incidents","Number","223","units","0","v1210497614","9.32.1","","..","","","0"
"2020-11","Ontario Provincial Police [35C01]","35C01","Calls for service, child custody matter - domestic","Actual incidents","Number","223","units","0","v1210497615","9.33.1","","..","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Total assaults (levels 1, 2, 3) [141]","Actual incidents","Number","223","units","0","v1210497616","10.1.1","373","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497617","10.2.1","260","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497618","10.3.1","72","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497619","10.4.1","41","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Total sexual assaults (levels 1, 2, 3) [131]","Actual incidents","Number","223","units","0","v1210497620","10.5.1","47","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Sexual assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497621","10.6.1","33","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Sexual assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497622","10.7.1","11","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Sexual assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497623","10.8.1","3","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Assault against peace or public officer (level 1) [1460]","Actual incidents","Number","223","units","0","v1210497624","10.9.1","12","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Uttering threats [1627]","Actual incidents","Number","223","units","0","v1210497625","10.10.1","78","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Uttering threats by non-family","Actual incidents","Number","223","units","0","v1210497626","10.11.1","64","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Uttering threats by family","Actual incidents","Number","223","units","0","v1210497627","10.12.1","11","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Uttering threats where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497628","10.13.1","3","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Total robbery [160]","Actual incidents","Number","223","units","0","v1210497629","10.14.1","116","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Dangerous operation, causing death or bodily harm [911]","Actual incidents","Number","223","units","0","v1210497630","10.15.1","0","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Impaired driving, causing death or bodily harm [921]","Actual incidents","Number","223","units","0","v1210497631","10.16.1","0","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Total breaking and entering [210]","Actual incidents","Number","223","units","0","v1210497632","10.17.1","338","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Breaking and entering, non-residential","Actual incidents","Number","223","units","0","v1210497633","10.18.1","205","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Breaking and entering, residential","Actual incidents","Number","223","units","0","v1210497634","10.19.1","133","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Breaking and entering where location type is unknown","Actual incidents","Number","223","units","0","v1234840072","10.34.1","0","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Motor vehicle theft [2135]","Actual incidents","Number","223","units","0","v1210497635","10.20.1","206","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Shoplifting [213]","Actual incidents","Number","223","units","0","v1210497636","10.21.1","326","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Fraud/identity theft/identity fraud [216]","Actual incidents","Number","223","units","0","v1210497637","10.22.1","269","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Fail to comply with order [3410]","Actual incidents","Number","223","units","0","v1210497638","10.23.1","220","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Impaired driving, operating while impaired [923]","Actual incidents","Number","223","units","0","v1210497639","10.24.1","21","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Provincial/Territorial acts related to COVID-19","Actual incidents","Number","223","units","0","v1210497640","10.25.1","58","","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Calls for service, domestic disturbances / disputes","Actual incidents","Number","223","units","0","v1210497641","10.26.1","","..","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Calls for service, Mental Health Act (MHA) apprehension","Actual incidents","Number","223","units","0","v1210497642","10.27.1","","..","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Calls for service, mental health - other","Actual incidents","Number","223","units","0","v1210497643","10.28.1","","..","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Calls for service, suicide/attempted suicide","Actual incidents","Number","223","units","0","v1210497644","10.29.1","","..","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Calls for service, overdose","Actual incidents","Number","223","units","0","v1210497645","10.30.1","","..","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Calls for service, child welfare check","Actual incidents","Number","223","units","0","v1210497646","10.31.1","","..","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Calls for service, check welfare - general","Actual incidents","Number","223","units","0","v1210497647","10.32.1","","..","","","0"
"2020-11","Winnipeg, Manitoba, municipal [46064]","46064","Calls for service, child custody matter - domestic","Actual incidents","Number","223","units","0","v1210497648","10.33.1","","..","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Total assaults (levels 1, 2, 3) [141]","Actual incidents","Number","223","units","0","v1210497649","11.1.1","121","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497650","11.2.1","89","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497651","11.3.1","28","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497652","11.4.1","4","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Total sexual assaults (levels 1, 2, 3) [131]","Actual incidents","Number","223","units","0","v1210497653","11.5.1","12","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Sexual assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497654","11.6.1","11","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Sexual assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497655","11.7.1","1","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Sexual assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497656","11.8.1","0","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Assault against peace or public officer (level 1) [1460]","Actual incidents","Number","223","units","0","v1210497657","11.9.1","3","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Uttering threats [1627]","Actual incidents","Number","223","units","0","v1210497658","11.10.1","17","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Uttering threats by non-family","Actual incidents","Number","223","units","0","v1210497659","11.11.1","12","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Uttering threats by family","Actual incidents","Number","223","units","0","v1210497660","11.12.1","5","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Uttering threats where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497661","11.13.1","0","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Total robbery [160]","Actual incidents","Number","223","units","0","v1210497662","11.14.1","12","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Dangerous operation, causing death or bodily harm [911]","Actual incidents","Number","223","units","0","v1210497663","11.15.1","0","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Impaired driving, causing death or bodily harm [921]","Actual incidents","Number","223","units","0","v1210497664","11.16.1","0","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Total breaking and entering [210]","Actual incidents","Number","223","units","0","v1210497665","11.17.1","118","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Breaking and entering, non-residential","Actual incidents","Number","223","units","0","v1210497666","11.18.1","79","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Breaking and entering, residential","Actual incidents","Number","223","units","0","v1210497667","11.19.1","39","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Breaking and entering where location type is unknown","Actual incidents","Number","223","units","0","v1234840073","11.34.1","0","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Motor vehicle theft [2135]","Actual incidents","Number","223","units","0","v1210497668","11.20.1","71","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Shoplifting [213]","Actual incidents","Number","223","units","0","v1210497669","11.21.1","101","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Fraud/identity theft/identity fraud [216]","Actual incidents","Number","223","units","0","v1210497670","11.22.1","49","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Fail to comply with order [3410]","Actual incidents","Number","223","units","0","v1210497671","11.23.1","76","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Impaired driving, operating while impaired [923]","Actual incidents","Number","223","units","0","v1210497672","11.24.1","46","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Provincial/Territorial acts related to COVID-19","Actual incidents","Number","223","units","0","v1210497673","11.25.1","52","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Calls for service, domestic disturbances / disputes","Actual incidents","Number","223","units","0","v1210497674","11.26.1","329","","","","0"
